OBJECTID,RSPB_Reference,County,Country,Incident_Type,Month,Year,Grid_Square,Details,More_info here,GlobalID
4571,101036,North Yorkshire,England,Poisoning,March,2020,SE16,"Species involved: Buzzard x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran, Isofenphos",https://community.rspb.org.uk/ourwork/b/investigations/posts/raptor-persecution-in-pateley-bridge-north-yorkshire,a971ca66-bc1f-4bec-82d5-8a647aca18d9
4572,101236,North Yorkshire,England,Poisoning,April,2020,SE16,"Species targeted: Birds of Prey. Species involved: Dog x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran, Isofenphos",https://community.rspb.org.uk/ourwork/b/investigations/posts/two-spaniels-poisoned-by-nidderdale-cocktail-in-bird-of-prey-crime-hotspot,6a96f431-4666-4710-84b1-1a8b16c9519f
4573,102316,North Yorkshire,England,Poisoning,March,2021,SE16,"Species involved: Red Kite x1. Tested positive for: Alphachloralose, Brodifacoum, Bendiocarb, Carbofuran, Isofenphos",No Link,90c5058b-d3e9-4f55-9722-6a1462f1c04b
4574,90287,North Yorkshire,England,Poisoning,May,2008,SE17,"Species involved: Red Kite x1. Tested positive for: Aldicarb, Bendiocarb, Carbofuran",No Link,1de0cd71-93bb-4d37-8b85-296157e6fa62
4575,93213,North Yorkshire,England,Shooting,September,2010,SE17,Species involved: Buzzard x1,No Link,a6770eb5-b19e-4fd9-bdc1-209edab2323d
4576,95116,North Yorkshire,England,Poisoning,May,2012,SE17,"Species Involved: Red Kite x1; poison bait (Rabbit Bait x1). Tested positive for: Bendiocarb, Carbofuran, Isofenphos",No Link,33ca8b97-1279-4980-b608-a55ab7518ee6
4577,95480,North Yorkshire,England,Shooting,June,2012,SE17,Species involved: Hen Harrier x1,http://community.rspb.org.uk/ourwork/b/martinharper/archive/2012/12/10/guest-blog-jude-lane-on-the-death-of-a-hen-harrier.aspx,064716c1-59da-4c65-80c8-e494442aa9c3
4578,95779,North Yorkshire,England,Trapping,June,2013,SE17,"Species targeted: Birds of Prey, Owls",https://community.rspb.org.uk/ourwork/b/investigations/archive/2014/02/13/stuck-in-the-dark-ages.aspx,f80f80c3-125a-49a2-9382-655944314633
4579,98556,North Yorkshire,England,Poisoning,May,2016,SE17,"Species involved: Red Kite x1. Tested positive for: Alphachloralose, Aldicarb, Bendiocarb, Carbofuran, Isofenphos",https://northyorkshire.police.uk/news/police-warning-following-red-kite-poisoning/,3792040f-4850-4544-b740-4b8f614463ec
4580,100085,North Yorkshire,England,Persecution (Other),November,2018,SE17,Species targeted: Hen Harrier,https://community.rspb.org.uk/ourwork/b/investigations/posts/man-seen-with-gun-at-hen-harrier-roost-site,c9d27257-db7d-421f-9787-d35de1b2bfb9
4581,100182,North Yorkshire,England,Shooting,November,2018,SE17,Species involved: Hen Harrier x1,https://community.rspb.org.uk/ourwork/b/investigations/posts/shot-hen-harrier-found-on-north-yorkshire-grouse-moor,adb2d1d2-3f36-404f-94ec-8bd6ce602d92
4582,101160,North Yorkshire,England,Poisoning,February,2020,SE17,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,0c53e80e-82e1-48d9-976d-26f5b45f5991
4583,101348,North Yorkshire,England,Persecution (Other),July,2020,SE17,"Species targeted: Marsh Harrier, Hen Harrier, Buzzard, Peregrine Falcon, Tawny Owl, Short-eared Owl, Laridae (Gulls &amp; Terns), Corvidae, Raven",No Link,4a4acd41-575f-45a6-ab78-24160e921314
4584,102027,North Yorkshire,England,Poisoning,November,2020,SE17,"Species involved: Red Kite x1. Tested positive for: Bendiocarb, Carbofuran, Isofenphos",No Link,e007a484-089b-4f15-a75b-e516d9ecda1e
4585,102306,North Yorkshire,England,Poisoning,March,2021,SE17,"Species involved: Red Kite x1. Tested positive for: Bendiocarb, Carbofuran, Isofenphos",No Link,4ed7d9c9-afb2-4362-a56b-a8b14e1aded3
4586,102623,North Yorkshire,England,Poisoning,January,2021,SE17,"Species involved: Red Kite x1. Tested positive for: Alphachloralose, Brodifacoum, Bendiocarb, Carbofuran, Isofenphos",No Link,0b7aef00-cff8-47ec-915f-1814fe736d64
4587,102624,North Yorkshire,England,Poisoning,January,2021,SE17,"Species targeted: Birds of Prey. Species involved: Buzzard x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran",No Link,e56ef7e7-6a42-443a-af30-32d4d228089c
4588,103577,North Yorkshire,England,Poisoning,November,2021,SE17,"Species targeted: Birds of Prey. Species involved: Red Kite x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran, Isofenphos",No Link,2834549c-0c58-40c1-9272-74f57291105e
4589,100504,North Yorkshire,England,Shooting,February,2019,SE19,Species involved: Sparrowhawk x1,No Link,83d0026a-4dc4-48cc-b164-43719e725dd4
4590,102050,North Yorkshire,England,Persecution (Other),May,2021,SE19,Species targeted: Birds of Prey. Possession of: Carbofuran,No Link,8bbbcf2e-2715-4c7b-8f20-10471bd78abb
4591,104695,West Yorkshire,England,Shooting,October,2023,SE23,Species involved: Buzzard x1,No Link,d804b520-c4d2-4f23-9726-4479c99ad8c1
4592,88740,North Yorkshire,England,Poisoning,September,2007,SE24,"Species Involved: Red Kite x2, Carrion Crow x1, Fox x1; poison bait (Rabbit Bait x1). Tested positive for: Mevinphos/Phosdrin",No Link,6b0ea9cd-2549-4c76-a889-5cb949d10559
4593,89011,West Yorkshire,England,Persecution (Other),December,2007,SE24,"Species targeted: Birds of Prey. Possession of: Aldicarb, Mevinphos/Phosdrin",No Link,e03d2910-bdb0-451d-87bc-c2db4c2a357f
4594,92608,North Yorkshire,England,Shooting,April,2009,SE24,Species involved: Red Kite x1,No Link,8c3b670f-040d-44ca-b260-66b18eda6a44
4595,92609,North Yorkshire,England,Poisoning,April,2009,SE24,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,ad6e3f68-1ef4-4c84-a38f-18560597d61b
4596,96659,West Yorkshire,England,Shooting,June,2014,SE24,Species involved: Red Kite x1,No Link,fb579bfb-533a-473c-87f4-2c25066d828e
4597,98199,West Yorkshire,England,Shooting,April,2016,SE24,Species involved: Red Kite x1,https://raptorpersecutionscotland.wordpress.com/2016/05/05/red-kite-shot-killed-on-nest-in-west-yorkshire/,486af881-59fd-449b-901c-c3ce69e928a6
4598,98389,West Yorkshire,England,Shooting,May,2016,SE24,Species involved: Red Kite x1,http://www.yorkshirepost.co.uk/news/crime/beyond-belief-seventh-red-kite-killed-in-yorkshire-in-just-two-months-1-7926447,4ad9003e-f833-4155-919a-282fcb262d88
4599,101138,West Yorkshire,England,Shooting,April,2020,SE24,Species involved: Red Kite x1,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/bird-of-prey-persecution-crimewave-during-lockdown/,9fb5be7e-fad4-4662-ad89-aaecf4ebaa9a
4600,100886,North Yorkshire,England,Shooting,December,2019,SE25,Species involved: Kestrel x1,https://northyorkshire.police.uk/news/appeal-for-information-after-kestrel-found-shot-near-harrogate/,f537cd31-ab3c-46d1-86ac-4d162f634edb
4601,97539,North Yorkshire,England,Poisoning,February,2015,SE26,"Species involved: Buzzard x1. Tested positive for: Aldicarb, Bendiocarb, Carbofuran, Isofenphos",No Link,72580a47-f521-46b1-980f-c2d1f431967c
4602,98797,North Yorkshire,England,Shooting,February,2017,SE26,Species involved: Buzzard x1,https://northyorkshire.police.uk/news/buzzard-shot-in-nidderdale-area-of-outstanding-natural-beauty/,a351d0e3-efb8-495d-9a88-26cfab13dea2
4603,99928,North Yorkshire,England,Shooting,May,2018,SE26,Species involved: Buzzard x1,No Link,9d63d926-fdb2-4c16-9999-28635222f5a3
4604,94480,North Yorkshire,England,Poisoning,September,2011,SE27,"Species involved: Buzzard x1. Tested positive for: Alphachloralose, Carbofuran, Isofenphos",No Link,27907aa9-890b-4ba3-9780-e7ed2f7f64b6
4605,96456,North Yorkshire,England,Shooting,July,2013,SE27,Species involved: Kestrel x1,No Link,aab9fa6f-886f-4177-aad0-e2d1bfaa6da9
4606,101182,North Yorkshire,England,Shooting,April,2020,SE27,Species involved: Buzzard x1,https://www.harrogate-news.co.uk/2020/05/07/appeal-for-information-after-injured-buzzard-found-near-kirkby-malzeard/,994b5b4d-be0c-494e-9496-70bf10b6d0f7
4607,101250,North Yorkshire,England,Nest Destruction,May,2020,SE28,Species targeted: Tawny Owl nest,No Link,39aab422-d9de-4220-ab89-3d81520029dc
4608,91936,North Yorkshire,England,Shooting,September,2009,SE29,Species involved: Peregrine Falcon x1,No Link,c12a7bab-d260-4f3b-9816-0bf5179e81f7
4609,101636,North Yorkshire,England,Shooting,December,2020,SE29,Species involved: Buzzard x1,No Link,94507291-ad81-44e9-bc8d-7f843b989f22
4610,98360,South Yorkshire,England,Shooting,June,2016,SE30,Species involved: Red Kite x1,No Link,53037b49-19e0-4059-9d1f-2c431b292550
4611,99306,South Yorkshire,England,Shooting,August,2017,SE30,Species involved: Buzzard x1,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/buzzard-shot-in-barnsley-sparks-investigation/,d2dad7ca-7dca-4086-8b6b-d98636773dec
4612,101564,South Yorkshire,England,Poisoning,July,2020,SE30,"Species involved: Peregrine Falcon x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran",https://community.rspb.org.uk/ourwork/b/investigations/posts/peregrine-illegally-poisoned-in-barnsley,11e349a8-c94a-4968-a4eb-00086efa980d
4613,93875,West Yorkshire,England,Trapping,June,2010,SE31,Species involved: Strigidae (Owls) x1,No Link,f9c44f7b-cba3-49d5-9619-434f84b9dfb9
4614,104787,South Yorkshire,England,Shooting,February,2023,SE31,Species involved: Sparrowhawk x1,https://raptorpersecutionuk.org/2024/01/28/pigeon-fancier-convicted-for-shooting-killing-sparrowhawk-in-barnsley/,1f552d1f-99a1-4e59-823b-c5be913246e3
4615,104074,West Yorkshire,England,Persecution (Other),March,2022,SE33,"Species targeted: Birds of Prey. Possession of: Bendiocarb, Bromadiolone",No Link,f7f84791-861d-4a5d-b5bd-4460828c2b2d
4616,96551,West Yorkshire,England,Poisoning,November,2013,SE34,"Species involved: Red Kite x1. Tested positive for: Bendiocarb, Carbofuran, Isofenphos",No Link,25794688-792b-43f7-ad19-3a11b98ab7a1
4617,96552,West Yorkshire,England,Shooting,November,2013,SE34,Species involved: Red Kite x1,No Link,3e20cbed-8141-4ca4-9019-9070159e4de7
4618,99927,West Yorkshire,England,Shooting,May,2018,SE34,Species involved: Red Kite x1,https://raptorpersecutionscotland.wordpress.com/2018/05/19/police-appeal-after-red-kite-found-shot-on-harewood-estate-yorkshire/,730d630a-1234-49a7-85c2-1f8bcfcda446
4619,90288,North Yorkshire,England,Poisoning,April,2008,SE35,Species involved: Buzzard x1. Tested positive for: Methomyl,No Link,d78d74a4-d06f-4993-b1fc-0af8df0c2b74
4620,98193,North Yorkshire,England,Shooting,April,2016,SE36,Species involved: Red Kite x1,https://northyorkshire.police.uk/news/police-investigate-red-kite-killed-shocking-act-cruelty/,b48613d1-22f7-4a7a-bf80-dfef2432a0fe
4621,99791,North Yorkshire,England,Poisoning,December,2017,SE36,Species involved: Red Kite x1. Tested positive for: Alphachloralose,https://raptorpersecutionscotland.wordpress.com/2018/05/02/red-kite-found-poisoned-in-north-yorkshire-yes-another-one/,1ea18fb2-6577-4b2b-8848-1a1e3f1be3f2
4622,99631,North Yorkshire,England,Shooting,February,2018,SE36,Species involved: Sparrowhawk x1,https://northyorkshire.police.uk/news/appeal-information-sparrowhawk-found-shot-near-knaresborough/,72cb9b24-0cb6-4ee1-99ad-2358214d9004
4623,91323,North Yorkshire,England,Shooting,March,2009,SE38,Species involved: Buzzard x1,No Link,07bcdc22-f16a-482c-9087-80ebb1023e2f
4624,102697,South Yorkshire,England,Shooting,December,2019,SE40,Species targeted: Birds of Prey. Species involved: Falcons x1,http://avianveterinaryservices.co.uk/projectile-injuries-in-falcons/,09f8eef9-edb8-4a51-8070-a93d25384c69
4625,106201,West Yorkshire,England,Shooting,Withheld,2020,SE41,Species involved: Buzzard x1,#N/A,e7d114f2-a48e-4b05-b5e0-2536c0a55b69
4626,97949,West Yorkshire,England,Trapping,August,2013,SE43,Species involved: Little Owl x1,No Link,5d7d3442-6cc0-430f-b116-fcd8f27706da
4627,95876,North Yorkshire,England,Poisoning,October,2012,SE44,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,f85566c4-7663-440e-a7ad-89a5bdbb6522
4628,101238,North Yorkshire,England,Poisoning,April,2020,SE44,"Species involved: Peregrine Falcon x1. Tested positive for: Alphachloralose, Bendiocarb, Carbofuran",https://community.rspb.org.uk/ourwork/b/investigations/posts/two-poisoned-peregrines-added-to-lockdown-crime-list,00b834b6-08c8-4f2d-9ac2-4084a7e06c2c
4629,91356,North Yorkshire,England,Shooting,August,2008,SE45,Species involved: Red Kite x1,No Link,e6888a08-8eec-497b-946d-d3808dfc3fd9
4630,100023,North Yorkshire,England,Trapping,September,2018,SE46,Species involved: Buzzard x1,No Link,641255b1-9589-445c-8a1a-74fb03d744d6
4631,98688,North Yorkshire,England,Shooting,October,2016,SE48,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2016/10/28/buzzard-with-shotgun-injuries-found-in-thirsk-north-yorkshire/,0db6b39f-f33c-4ef3-9aca-899c05aaed02
4632,93371,North Yorkshire,England,Poisoning,March,2010,SE49,Species involved: Goshawk x1. Tested positive for: Carbofuran,No Link,ce8832e3-a51d-4268-b967-a185bb620277
4633,97226,North Yorkshire,England,Shooting,November,2014,SE49,Species involved: Little Owl x1,No Link,5ef9a895-c9c9-476a-8d6b-7d6d33209920
4634,104345,North Yorkshire,England,Trapping,June,2022,SE49,Species involved: Tawny Owl x1,No Link,ee7cae98-0a76-4589-9206-b7127525df95
4635,103078,South Yorkshire,England,Shooting,March,2021,SE51,Species involved: Buzzard x1,No Link,2d56aec4-2bb4-4dad-8832-c938535b78df
4636,104655,South Yorkshire,England,Shooting,December,2023,SE51,Species involved: Peregrine Falcon x1,https://group.rspb.org.uk/doncaster/news-blogs/news/police-seek-any-information-the-public-can-give-on-this-incident/,6b2227a9-674c-495e-bf52-c99c0b71889f
4637,100687,North Yorkshire,England,Shooting,October,2019,SE53,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2019/10/11/buzzard-shot-dead-in-north-yorkshire-2/,8b7117ac-6d05-4fe6-aed0-2e23de16425f
4638,92704,North Yorkshire,England,Shooting,February,2009,SE54,Species involved: Buzzard x1,No Link,c1b3501e-3899-4d17-95e4-6ecc43885dba
4639,101676,North Yorkshire,England,Shooting,December,2020,SE54,Species involved: Buzzard x1,https://raptorpersecutionuk.org/2021/01/19/buzzard-found-with-shotgun-injuries-near-askham-richard-north-yorkshire/,e4a1b770-670a-40f8-a9e8-45ef3342623b
4640,101083,North Yorkshire,England,Shooting,March,2020,SE55,Species involved: Buzzard x1,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/bird-of-prey-persecution-crimewave-during-lockdown/,d78df599-2edb-4cd3-8c13-b10982b59448
4641,96609,North Yorkshire,England,Shooting,February,2014,SE56,Species involved: Buzzard x1,No Link,2a6fe1a0-05d1-4dd0-93d9-c0ea0d88c4f9
4642,97669,North Yorkshire,England,Shooting,April,2015,SE58,Species involved: Buzzard x1,No Link,a9974e95-2b12-490f-90f3-cc3119b3a03e
4643,98832,North Yorkshire,England,Shooting,March,2017,SE58,Species involved: Buzzard x1,No Link,1ec66590-950d-4cf7-92c6-3156adf06a73
4644,99255,North Yorkshire,England,Persecution (Other),May,2017,SE58,Species involved: Goshawk x1,http://community.rspb.org.uk/ourwork/b/investigations/archive/2018/03/26/goshawk-and-gunshots-a-grim-easter-story-yorkshire.aspx,e69471b5-9bfa-4497-a513-e0815468fa0a
4645,99256,North Yorkshire,England,Persecution (Other),May,2017,SE58,Species involved: Goshawk x1,http://community.rspb.org.uk/ourwork/b/investigations/archive/2018/03/26/goshawk-and-gunshots-a-grim-easter-story-yorkshire.aspx,bdd5bc0b-78ee-4212-8942-0c64c2fc4c64
4646,88404,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,46f53320-b2ef-4158-a80f-84e41ba1eae2
4647,88417,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,3c17b8af-ff15-45ba-8cd8-0162f997002e
4648,88418,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,4027c944-5953-4f91-b883-ed0d978d821e
4649,88419,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,de9bd68f-c5bb-49bc-bdd2-d666cca9ea2f
4650,88420,North Yorkshire,England,Trapping,May,2007,SE59,Species involved: Sparrowhawk x1,No Link,5512a2da-b85f-4404-a7af-0f6b857bd805
4651,105577,North Yorkshire,England,Shooting,April,2024,SE59,Species involved: Buzzard x1,Blank,d6f713e4-55dc-445e-adae-46c9514bf6e4
4652,101931,South Yorkshire,England,Shooting,October,2020,SE61,Species involved: Sparrowhawk x1,No Link,a7726997-29e3-4aa5-b154-04a8da2ca3f5
4653,103739,South Yorkshire,England,Shooting,April,2022,SE61,Species involved: Sparrowhawk x1,https://www.bbc.co.uk/news/uk-england-south-yorkshire-61604042,a2fbaf72-f232-4976-8533-ea356271e8c0
4654,97080,North Yorkshire,England,Poisoning,September,2014,SE62,"Species targeted: Birds of Prey, Fox. Species involved: poison bait (Rabbit Bait x1). Tested positive for: Aldicarb, Bendiocarb, Other",No Link,5c4c7d4b-691a-4070-b07a-919c526e0463
4655,100073,North Yorkshire,England,Shooting,November,2018,SE63,Species involved: Buzzard x1,https://northyorkshire.police.uk/news/double-blow-as-two-more-rare-birds-found-shot-in-north-yorkshire/,f96a92e7-e331-42d2-bb65-7c7c46ca2bf6
4656,102544,North Yorkshire,England,Shooting,May,2021,SE63,Species involved: Peregrine Falcon x1,https://raptorpersecutionscotland.wordpress.com/2021/05/20/peregrine-found-critically-injured-with-shotgun-injuries-in-north-yorkshire/,e09e2fd3-9b93-4f56-b61a-a3145436fb49
4657,99372,North Yorkshire,England,Shooting,September,2017,SE65,Species involved: Buzzard x1,No Link,445cd01e-57c5-4d09-a7c3-a9826b4d82f6
4658,96829,North Yorkshire,England,Shooting,October,2014,SE66,Species involved: Buzzard x1,No Link,abb712b6-a393-46d4-8a28-43983f223b75
4659,104056,North Yorkshire,England,Shooting,October,2022,SE66,Species involved: Buzzard x1,No Link,b453d39c-9cd9-4b12-9aae-8a9d43e2b10a
4660,88429,North Yorkshire,England,Poisoning,February,2007,SE68,Species involved: Peregrine Falcon x1. Tested positive for: Carbofuran,No Link,edbd084d-4907-47f8-877c-78592799c6f9
4661,104041,North Yorkshire,England,Poisoning,April,2022,SE68,Species involved: Red Kite x1. Tested positive for: Bendiocarb,No Link,98528a29-1b46-4a1d-97fa-37b7a7c2922a
4662,93094,North Yorkshire,England,Shooting,March,2010,SE69,Species involved: Goshawk x1,No Link,449a710c-d427-4096-92b3-20f3588556cd
4663,95625,North Yorkshire,England,Shooting,May,2012,SE69,Species involved: Sparrowhawk x1,No Link,bfd3a88a-fee4-4810-a36f-91e0b1e69e48
4664,95692,North Yorkshire,England,Shooting,April,2013,SE69,Species involved: Buzzard x1,No Link,9837dbfb-3905-447c-951a-55ac84c74117
4665,101044,North Yorkshire,England,Shooting,May,2019,SE69,Species involved: Buzzard x1,No Link,86be4601-88e9-400c-99c6-e7747efbc240
4666,101262,North Yorkshire,England,Shooting,May,2019,SE69,Species involved: Buzzard x1,No Link,a00628a1-ad44-4170-9ee7-b3d478a34339
4667,101151,North Yorkshire,England,Shooting,April,2020,SE69,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/05/29/shot-buzzards-found-concealed-on-a-bransdale-grouse-shooting-estate-in-north-york-moors-national-park/,0885a007-78b0-4f8e-abd0-2067137c75e0
4668,101152,North Yorkshire,England,Shooting,April,2020,SE69,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/05/29/shot-buzzards-found-concealed-on-a-bransdale-grouse-shooting-estate-in-north-york-moors-national-park/,2c35feda-6ea9-44c7-8fe2-430101519d94
4669,101154,North Yorkshire,England,Shooting,April,2020,SE69,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/05/29/shot-buzzards-found-concealed-on-a-bransdale-grouse-shooting-estate-in-north-york-moors-national-park/,5148ab6c-12eb-4083-ac7e-26fde038d1cd
4670,101155,North Yorkshire,England,Shooting,April,2020,SE69,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/05/29/shot-buzzards-found-concealed-on-a-bransdale-grouse-shooting-estate-in-north-york-moors-national-park/,0ab9468a-0698-4813-98d6-0ac12b705195
4671,101156,North Yorkshire,England,Persecution (Other),April,2020,SE69,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/05/29/shot-buzzards-found-concealed-on-a-bransdale-grouse-shooting-estate-in-north-york-moors-national-park/,20770bc2-32d3-46cd-84cb-058bb329f166
4672,104477,North Yorkshire,England,Shooting,September,2023,SE69,Species involved: Buzzard x1,https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-67046215,aa9fbac5-cc77-422e-a5d2-21696168d04d
4673,97097,East Riding of Yorkshire,England,Shooting,January,2015,SE74,Species involved: Kestrel x1,No Link,3a6c5bd8-912e-4e83-8355-6603d7a82602
4674,99765,East Riding of Yorkshire,England,Poisoning,November,2017,SE74,Species involved: Buzzard x2. Tested positive for: Aldicarb,No Link,ee21113c-9945-42a1-a452-ca0168fa3ad1
4675,100067,East Riding of Yorkshire,England,Shooting,March,2017,SE74,Species involved: Red Kite x1,No Link,f8825284-351f-4238-8b58-d0f99a7f1110
4676,95974,East Riding of Yorkshire,England,Shooting,August,2013,SE75,Species involved: Kestrel x1,No Link,65804270-0015-4970-9d9d-2b955b01bfff
4677,98024,North Yorkshire,England,Shooting,June,2015,SE76,Species involved: Kestrel x1,No Link,a19f319a-3493-4345-91b1-6bd0af4c282e
4678,97241,North Yorkshire,England,Trapping,October,2014,SE77,Species involved: Buzzard x1,No Link,60bd8801-f626-4f9c-9eb9-7ad9d6f1dfe1
4679,99479,North Yorkshire,England,Shooting,December,2017,SE77,Species involved: Kestrel x1,https://raptorpersecutionscotland.wordpress.com/2017/12/28/kestrel-found-with-shotgun-injuries-in-malton-north-yorkshire/,37e575a6-c00b-4fbb-b53f-b95907f3bbf1
4680,95539,North Yorkshire,England,Shooting,December,2012,SE78,Species involved: Buzzard x1,No Link,ceb637da-a869-4b3f-affb-8cfd3c369faa
4681,95834,North Yorkshire,England,Trapping,July,2013,SE78,Species involved: Tawny Owl x1,No Link,99b2fd0f-6d2a-4317-aef5-f5d538b138b9
4682,95844,North Yorkshire,England,Trapping,July,2013,SE78,"Species targeted: Birds of Prey, Owls",No Link,b7f9d328-9603-4d80-adf3-df9c938cf6fd
4683,96616,North Yorkshire,England,Trapping,June,2014,SE78,"Species targeted: Birds of Prey, Owls",No Link,78402ae8-01a5-4d3f-ac4a-8ce2cc55e20b
4684,96618,North Yorkshire,England,Trapping,June,2014,SE78,"Species targeted: Birds of Prey, Owls",No Link,c37c6580-eba2-4097-b53d-1b289518f657
4685,96619,North Yorkshire,England,Trapping,June,2014,SE78,"Species targeted: Birds of Prey, Owls",No Link,bb362d02-8a9e-4829-9be7-0cc398c385f7
4686,101268,North Yorkshire,England,Shooting,July,2020,SE78,Species involved: Buzzard x1,https://raptorpersecutionscotland.wordpress.com/2020/07/14/yet-another-buzzard-shot-in-north-york-moors-national-park/,7935c58b-f284-448c-b38b-e9e90470f10c
4687,105052,North Yorkshire,England,Trapping,February,2023,SE78,Species involved: Sparrowhawk x1,No Link,c92b2fb8-8e60-4235-97af-f9c4a1a2abc7
4688,88947,East Riding of Yorkshire,England,Poisoning,May,2007,SE82,Species targeted: Birds of Prey. Species involved: Dog x1; poison bait (Unknown x1). Tested positive for: Aldicarb,No Link,d4e5ecfc-adb0-4305-9b9b-337f0a66f00e
4689,91367,East Riding of Yorkshire,England,Shooting,April,2009,SE84,Species involved: Buzzard x1,No Link,47efa829-c4f4-4275-b229-027438fd1373
4690,100037,East Riding of Yorkshire,England,Shooting,August,2018,SE85,Species involved: Buzzard x1,https://www.humberside.police.uk/news/buzzard-found-dead-trap-wounds-head,2ed016b2-6f2c-4958-8a85-28797fb13a96
4691,100190,East Riding of Yorkshire,England,Poisoning,August,2018,SE85,Species involved: Buzzard x1. Tested positive for: Aldicarb,https://www.humberside.police.uk/witness-appeals/renewed-appeal-information-buzzard-found-have-been-poisoned,ff16557e-76d8-4843-be52-f4076669ea04
4692,94567,Wiltshire,England,Shooting,November,2011,SU22,Species involved: Goshawk x1,No Link,eb77b535-d1c8-459c-b3e7-054d8b4bef0b
4693,92536,Wiltshire,England,Poisoning,October,2009,SU25,Species Involved: Red Kite x1; poison bait (Grey Partridge x1). Tested positive for: Alphachloralose,No Link,4784e2fc-3583-4126-a132-96e1496fc28e
4694,100025,Wiltshire,England,Trapping,September,2018,SU26,Species involved: Tawny Owl x1,No Link,ee3c9003-312e-404f-9969-998835df6ca5
4695,101073,North Yorkshire,England,Shooting,December,2019,SE85,Species involved: Barn Owl x1,No Link,36904f6a-811c-47b5-bcff-885458a8e270
4696,100026,Wiltshire,England,Trapping,October,2018,SU26,Species involved: Tawny Owl x1,No Link,d7a7d76f-4c67-4b76-9864-d3fee3280c0b
4697,99887,Londonderry,Northern Ireland,Shooting,September,2017,C42,Species involved: Buzzard x1,No Link,04789d3d-612d-4b15-96d3-217194555b62
4698,101288,East Riding of Yorkshire,England,Poisoning,September,2019,SE85,Species Involved: Red Kite x1; poison bait (Rabbit Bait x1). Tested positive for: Aldicarb,No Link,e2544df7-23c1-408f-a781-67af49d82175
4699,100027,Wiltshire,England,Trapping,October,2018,SU26,Species targeted: Birds of Prey,No Link,aaad3b81-e6d4-451c-8d9f-0b0c69b5698d
4700,100718,Londonderry,Northern Ireland,Shooting,September,2017,C42,Species involved: Sparrowhawk x1,No Link,dcdf3fb2-4a88-4a6d-a62e-f9c3b027978d
4701,103455,North Yorkshire,England,Shooting,January,2022,SE85,Species involved: Buzzard x1,No Link,7e7958b9-cd40-47b0-a330-802fbc963348
4702,100036,Wiltshire,England,Trapping,September,2018,SU26,Species involved: Tawny Owl x1,No Link,65782ffd-15eb-4dff-91e0-35119e59ab70
4703,100719,Londonderry,Northern Ireland,Shooting,September,2017,C42,Species involved: Buzzard x1,No Link,c068fc71-6bb5-420d-a2a5-b1a994677e94
4704,99021,North Yorkshire,England,Shooting,May,2017,SE86,Species involved: Buzzard x1,https://community.rspb.org.uk/ourwork/b/investigations/archive/2017/05/31/buzzards-yorkshire.aspx,7855f80b-50d2-4c9c-a13b-cb04ef76aef6
4705,103355,Wiltshire,England,Shooting,April,2022,SU26,Species involved: Red Kite x1,https://raptorpersecutionuk.org/2022/06/18/red-kite-shot-in-wiltshire-police-appeal-for-information/,e443fa04-3241-4b32-94fb-0f5f2f7b14a3
4706,93938,Londonderry,Northern Ireland,Poisoning,July,2010,C50,"Species involved: Peregrine Falcon x1. Tested positive for: Alphachloralose, Carbofuran",No Link,5bb01258-ced4-478b-9a27-ad3e1e3cfe6a
4707,100384,North Yorkshire,England,Poisoning,December,2018,SE86,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,d559ae73-4f2c-42f2-89f6-56055debe6f3
4708,88713,Gloucestershire,England,Shooting,September,2007,SU29,Species involved: Hobby x1,No Link,92a144ad-858a-4279-84d9-f3da892b5db9
4709,94319,Londonderry,Northern Ireland,Persecution (Other),June,2011,C50,Species targeted: Birds of Prey. Possession of: Alphachloralose,No Link,e80fe87a-bc8f-4d5c-9bde-7cad52f67d99
