OBJECTID,RSPB_Reference,County,Country,Incident_Type,Month,Year,Grid_Square,Details,More_info here,GlobalID
4249,87794,Lincolnshire,England,Trapping,January,2007,SK97,Species involved: Sparrowhawk x1,No Link,812bf13c-215a-4554-9510-643588254ae4
4250,87895,Cleveland,England,Shooting,February,2007,NZ41,Species involved: Sparrowhawk x1,No Link,a71c9a2d-6ccb-45fe-ba4d-a9dc831ede6a
4251,88231,Midlothian,Scotland,Shooting,March,2007,NT25,Species involved: Buzzard x1,No Link,bc5f2a8b-e978-408f-be95-ca8d686a951c
4252,88232,Scottish Borders,Scotland,Trapping,March,2007,NT71,Species targeted: Birds of Prey,No Link,ffa7e1a6-d314-43ae-8492-0369d5e60bb9
4253,88254,Scottish Borders,Scotland,Poisoning,April,2007,NT64,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,f70f9010-54f0-4b91-985c-01d7f12b4011
4254,88258,South Lanarkshire,Scotland,Poisoning,March,2007,NS81,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,b293caac-5699-4e20-89f7-0a778b077cd0
4255,88295,South Lanarkshire,Scotland,Poisoning,April,2007,NS81,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,44b112f1-c9a4-4254-bd43-927e99b39d26
4256,88299,Stirling,Scotland,Poisoning,May,2007,NS78,Species Involved: Peregrine Falcon x1; poison bait (Pigeon Bait (Species Unknown) x1). Tested positive for: Malathion,No Link,8455d64a-5169-4c8e-9e5d-05cef45b00fe
4257,88321,Highland,Scotland,Trapping,May,2007,NJ02,Species targeted: Birds of Prey,No Link,52866a1e-b4bb-42b1-9b99-a868e6fdd7a6
4258,88330,Fife,Scotland,Shooting,March,2007,NT28,Species involved: Peregrine Falcon x1,No Link,ceaf41d5-9b28-49ad-9edb-ea9d7eb4f1c8
4259,88350,Cumbria,England,Shooting,April,2007,NY71,Species involved: Buzzard x2,No Link,77627773-cce7-4d9c-a8c8-d3c77eee1ed1
4260,88370,Aberdeenshire,Scotland,Trapping,April,2007,NJ93,"Species involved: Buzzard x1, Carrion Crow x1",No Link,7f010fde-4a2f-49db-ac63-bdc48df71080
4261,88371,Highland,Scotland,Poisoning,April,2007,NH84,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,7674c151-161c-4d90-ade2-3a9f7595c941
4262,88375,North Yorkshire,England,Poisoning,March,2007,NZ00,Species Involved: Buzzard x1; poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose,No Link,7a7badde-00af-453b-8356-e6ba7fdb419e
4263,88378,Highland,Scotland,Poisoning,March,2007,NH51,Species targeted: Birds of Prey. Species involved: poison bait (Hare Bait x2). Tested positive for: Mevinphos/Phosdrin,No Link,c4c658b4-b8c3-4139-a705-9bbd828ba1ac
4264,88389,Scottish Borders,Scotland,Poisoning,January,2007,NT34,"Species involved: Buzzard x1, Raven x1. Tested positive for: Carbofuran",No Link,f04cbb90-f9fc-4adb-addb-e9a168061bd6
4265,88393,North Yorkshire,England,Persecution (Other),May,2007,SE07,"Species targeted: Birds of Prey, Bird, Non-bird. Possession of: Alphachloralose",No Link,079f8f7e-3692-46fa-b89c-5fde773bab86
4266,88397,Edinburgh City,Scotland,Nest Destruction,June,2007,NT16,Species involved: Peregrine Falcon x3 nest,No Link,8ba0c8a4-e15e-426a-9caa-1c492d971b4d
4267,88399,Highland,Scotland,Poisoning,June,2007,NJ02,"Species Involved: Buzzard x1; poison bait (Hare Bait x2, Rabbit Bait x3). Tested positive for: Carbofuran",No Link,a3743139-bcfa-42b5-9d9c-dd5c7175d994
4268,88402,North Yorkshire,England,Trapping,May,2007,NZ40,Species targeted: Birds of Prey,No Link,8f139c45-c96e-4b3f-ac69-83459e2ef8b6
4269,88403,North Yorkshire,England,Trapping,May,2007,NZ50,Species targeted: Birds of Prey,No Link,80a0ba4f-2512-48a9-8f08-8e46ba84560c
4270,88404,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,5f9005ec-6103-4e93-8a6d-06dea9df9933
4271,88412,Highland,Scotland,Poisoning,May,2007,NH62,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,fc087a85-adbe-476f-978a-087d8b2d523e
4272,88417,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,1353f5c7-68dc-49ee-bccc-b5540c8a19d1
4273,88418,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,c1102ff1-fd0e-4603-9786-d796089c20f6
4274,88419,North Yorkshire,England,Trapping,May,2007,SE59,Species targeted: Birds of Prey,No Link,5ee67c18-b3bd-4a76-9a5d-c5d2dce482dd
4275,88420,North Yorkshire,England,Trapping,May,2007,SE59,Species involved: Sparrowhawk x1,No Link,4970bdaf-bd98-4991-a58d-ec58da9b7496
4276,88429,North Yorkshire,England,Poisoning,February,2007,SE68,Species involved: Peregrine Falcon x1. Tested positive for: Carbofuran,No Link,f78894be-4bf6-4ea6-a414-a41dcd65acee
4277,88432,Perth and Kinross,Scotland,Poisoning,June,2007,NN93,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,25a5aa31-f78d-428c-8b60-d84edd4956ea
4278,88471,Northumberland,England,Persecution (Other),June,2007,NU04,"Species targeted: Birds of Prey, Corvidae, Non-bird. Possession of: Carbofuran",No Link,860b1230-6e99-45e0-b7cb-647868754f22
4279,88472,West Yorkshire,England,Nest Destruction,April,2007,SE00,Species targeted: Peregrine Falcon nest,No Link,8700fb7f-5d12-4b89-b9f9-5a0824279f6c
4280,88499,Highland,Scotland,Poisoning,June,2007,NJ02,Species Involved: Buzzard x1; poison bait (Rabbit Bait x1). Tested positive for: Carbofuran,No Link,10c7bada-81d4-4e3a-8fec-467981a2aa3b
4281,88508,Aberdeenshire,Scotland,Poisoning,May,2007,NJ72,Species involved: Peregrine Falcon x2. Tested positive for: Carbofuran,No Link,93d0fff4-04f5-4335-ab79-b099ea4b6655
4282,88513,Dumfries and Galloway,Scotland,Shooting,April,2007,NS81,Species involved: Birds of Prey x1,No Link,2a18f41c-0938-406f-ac4b-b1ae5c09cb4c
4283,88514,Dumfries and Galloway,Scotland,Shooting,May,2007,NS81,Species involved: Short-eared Owl x1,No Link,9a503ff0-a126-4c36-bfeb-6425fb337a97
4284,88517,Wiltshire,England,Shooting,March,2007,ST86,Species involved: Buzzard x1,No Link,fc69869d-6849-4cda-b35f-17bee19821ba
4285,88518,Wiltshire,England,Shooting,April,2007,ST86,Species involved: Kestrel x1,No Link,eec2051f-5b61-4d22-a54a-1b647e9a3430
4286,88521,Surrey,England,Shooting,April,2007,TQ14,Species involved: Buzzard x1,No Link,9c735131-da40-4fd0-9af2-fcfa10cea6f1
4287,88526,Moray,Scotland,Poisoning,May,2007,NJ11,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,28577bc1-fe2b-423e-be22-b04951f90d99
4288,88527,Isle of Wight,England,Shooting,July,2007,SZ39,Species involved: Peregrine Falcon x1,No Link,b6bfd54c-ad7d-4384-b790-a91d53a21a86
4289,88528,Cumbria,England,Trapping,July,2007,SD49,Species involved: Buzzard x1,No Link,52ac3891-3bd7-4919-9c2d-50a75a691d88
4290,88540,Derbyshire,England,Trapping,February,2007,SK19,Species targeted: Goshawk,No Link,701dc3fe-5cc2-4524-a665-e85ac4133615
4291,88569,North Yorkshire,England,Poisoning,April,2007,SD98,Species targeted: Birds of Prey. Species involved: Lesser Black-backed Gull x1; poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose,No Link,4a2934d2-32bb-4265-9cc0-113aea4822b0
4292,88572,North Yorkshire,England,Poisoning,April,2007,SD98,Species targeted: Birds of Prey. Species involved: poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose,No Link,ae79fbb7-1943-4c9c-b8d3-5a519385b845
4293,88574,North Yorkshire,England,Poisoning,April,2007,SD98,Species targeted: Birds of Prey. Species involved: poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose,No Link,d7c9a13c-8687-4997-8a63-d18b45296025
4294,88598,East Riding of Yorkshire,England,Shooting,April,2007,SE94,Species involved: Red Kite x1,No Link,477dfc28-8d67-490d-a92c-31910f9afb48
4295,88599,North Yorkshire,England,Shooting,May,2007,SE05,Species involved: Red Kite x1,No Link,e7720a78-55d9-4dd1-ae6d-9d3869eb470f
4296,88632,Staffordshire,England,Trapping,August,2007,SK10,Species involved: Peregrine Falcon x1,No Link,2df11d74-a098-469a-9451-546ab7a9c91d
4297,88638,Northumberland,England,Shooting,April,2007,NT93,Species involved: Buzzard x1,No Link,484ee29c-b13b-4133-9e0f-5b1391c9ed3c
4298,88641,Scottish Borders,Scotland,Trapping,August,2007,NT65,"Species targeted: Birds of Prey, Goshawk",No Link,cf8ce542-df20-42c8-a29e-4f0af1cc45b3
4299,88644,Cumbria,England,Shooting,January,2007,NY45,Species involved: Buzzard x1,No Link,b18bd9ef-e40f-41d8-8362-0fca96817e7c
4300,88656,Monmouthshire,Wales,Trapping,August,2007,SO32,Species targeted: Birds of Prey,No Link,25fedf27-7036-4ec3-baf1-1dc2c0d50b51
4301,88666,Highland,Scotland,Shooting,September,2007,NH70,Species involved: Buzzard x1,No Link,a6d2d9ed-75e3-4191-9b63-f04f5158c0d1
4302,88667,Nottinghamshire,England,Trapping,August,2007,SK62,"Species targeted: Birds of Prey, Sparrowhawk",No Link,a2b76019-68be-455e-ac04-90e86ef31722
4303,88672,Lancashire,England,Shooting,July,2007,SD55,Species involved: Peregrine Falcon x1,No Link,1a5bc9c6-fd4a-40ff-8cb8-f74cc4c219d7
4304,88713,Gloucestershire,England,Shooting,September,2007,SU29,Species involved: Hobby x1,No Link,ffb52521-2868-41e3-bb3c-4fdf13798774
4305,88721,Perth and Kinross,Scotland,Poisoning,August,2007,NN82,"Species involved: Red Kite x1. Tested positive for: Carbofuran, Isofenphos",https://raptorpersecutionscotland.wordpress.com/2010/03/04/third-tayside-red-kite-poisoned-2/,ba24cace-ad65-441b-becc-e99e182fe4a2
4306,88722,Scottish Borders,Scotland,Poisoning,August,2007,NT13,Species involved: Golden Eagle x1. Tested positive for: Carbofuran,No Link,cc13561d-edb6-4482-a268-5586e8347b59
4307,88726,East Riding of Yorkshire,England,Poisoning,April,2007,SE94,Species involved: Red Kite x1. Tested positive for: Bendiocarb,No Link,5d6bd56d-933f-4521-ab5b-1f4c927e7970
4308,88740,North Yorkshire,England,Poisoning,September,2007,SE24,"Species Involved: Red Kite x2, Carrion Crow x1, Fox x1; poison bait (Rabbit Bait x1). Tested positive for: Mevinphos/Phosdrin",No Link,281ce93d-6794-4001-a3d1-4a7f7bb14731
4309,88747,Angus,Scotland,Trapping,August,2007,NO35,Species involved: Kestrel x3,No Link,e5cfe2a7-2cca-41a6-9cf5-c9ac51438c7c
4310,88761,Stirling,Scotland,Poisoning,August,2007,NN70,Species involved: Red Kite x1. Tested positive for: Chlorpyrifos,No Link,f91f9383-1600-4b4b-a728-6b14833d57ce
4311,88762,Perth and Kinross,Scotland,Poisoning,October,2007,NN82,"Species involved: Red Kite x1. Tested positive for: Carbofuran, Isofenphos",No Link,f147c44b-037d-4c2e-b818-0133733b4148
4312,88763,Perth and Kinross,Scotland,Poisoning,September,2007,NN82,"Species involved: Red Kite x1. Tested positive for: Carbofuran, Isofenphos",No Link,e02407b9-56ed-48d8-a099-ad1fb252e7e6
4313,88772,Highland,Scotland,Shooting,September,2007,NJ02,Species involved: Buzzard x1,No Link,9d8a874c-85fb-41e6-88e7-a8afb96467c8
4314,88779,Bedfordshire,England,Shooting,October,2007,TL53,Species involved: Marsh Harrier x1,No Link,8d505191-a7f9-47de-a84d-1efe792d610c
4315,88794,Gloucestershire,England,Shooting,October,2007,SO73,Species involved: Buzzard x1,No Link,de845702-38e1-4195-b55a-93b81a8dfac0
4316,88802,Stirling,Scotland,Poisoning,October,2007,NN70,Species involved: Red Kite x1. Tested positive for: Chlorpyrifos,No Link,b7368676-cb10-4ed8-a669-1235d4a3a484
4317,88814,Norfolk,England,Shooting,October,2007,TF62,Species involved: Hen Harrier x1,No Link,29bbd8a8-7e2b-4914-9616-37cc88b21cef
4318,88821,Aberdeenshire,Scotland,Trapping,September,2007,NJ41,Species involved: Barn Owl x1,No Link,1d0e5fbd-052e-4e87-bbeb-c7b203c4b2e5
4319,88862,Northumberland,England,Shooting,September,2007,NT93,Species involved: Buzzard x1,No Link,42baf73d-fedd-4f80-965c-80ced361d051
4320,88892,County Durham,England,Shooting,October,2007,NY83,Species involved: Buzzard x1,No Link,3e95488d-8bb2-457f-88c9-fedcc90486f1
4321,88902,County Durham,England,Trapping,September,2007,NZ44,Species targeted: Sparrowhawk,No Link,7a584a63-abce-4065-be14-8924a044a4a0
4322,88903,County Durham,England,Trapping,September,2007,NZ44,Species targeted: Sparrowhawk,No Link,73bfb219-0ac2-4b03-934c-0045c88208d4
4323,88917,Shropshire,England,Shooting,May,2007,SO38,Species involved: Peregrine Falcon x1,No Link,e415cfc2-b456-47e7-b53d-2eefbaeda8db
4324,88932,Suffolk,England,Poisoning,March,2007,TL87,Species involved: Buzzard x1. Tested positive for: Alphachloralose,No Link,5d039497-8c94-4fa9-84e7-e7e0dbf5f054
4325,88933,County Durham,England,Poisoning,January,2007,NY94,"Species targeted: Birds of Prey, Corvidae, Non-bird. Species involved: poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose",No Link,805ab4ba-90e4-44b6-b08a-fe2c3c9e500c
4326,88942,West Yorkshire,England,Poisoning,February,2007,SE14,Species targeted: Birds of Prey. Species involved: Dog x2; poison bait (Other x1). Tested positive for: Strychnine,No Link,cb3f87e0-79ae-4240-90ff-40db39e77e33
4327,88947,East Riding of Yorkshire,England,Poisoning,May,2007,SE82,Species targeted: Birds of Prey. Species involved: Dog x1; poison bait (Unknown x1). Tested positive for: Aldicarb,No Link,539f3150-cfcf-4e51-b1af-bf79d338b37b
4328,88949,Pembrokeshire,Wales,Poisoning,April,2007,SR99,Species Involved: Peregrine Falcon x1; poison bait (Pigeon Bait (Species Unknown) x1). Tested positive for: Alphachloralose,No Link,22face76-54ab-4780-a14a-ad94dd38ad7d
4329,88955,West Midlands,England,Shooting,November,2007,SO99,Species involved: Sparrowhawk x1,No Link,463d0b63-a044-42d8-9f26-2e5bfb4219e7
4330,88956,Armagh,Northern Ireland,Poisoning,June,2007,H84,Species targeted: Birds of Prey. Species involved: Dog x1; poison bait (Meat). Tested positive for: Carbofuran,No Link,4acecd5b-c81c-415b-a162-d1e89a0e8c26
4331,88973,Aberdeenshire,Scotland,Shooting,August,2007,NJ73,Species involved: Buzzard x1,No Link,8d8b5d67-44da-4cba-9385-caa262dc4fa3
4332,88979,Aberdeenshire,Scotland,Shooting,November,2007,NJ70,Species involved: Buzzard x1,No Link,2bb2c4fa-7713-41d4-a030-27ef97b10ff3
4333,88991,Highland,Scotland,Poisoning,December,2007,NJ02,Species involved: Buzzard x1. Tested positive for: Alphachloralose,No Link,7a8f5bfa-7f83-4b30-aac9-d4f3db485f18
4334,89011,West Yorkshire,England,Persecution (Other),December,2007,SE24,"Species targeted: Birds of Prey. Possession of: Aldicarb, Mevinphos/Phosdrin",No Link,f53cb8a6-c165-4514-af0a-00077a8619c4
4335,89016,South Ayrshire,Scotland,Poisoning,April,2007,NS42,Species targeted: Birds of Prey. Species involved: Cat x2. Tested positive for: Carbofuran,No Link,ac76d09a-122a-4db1-ba47-ca1096d95eed
4336,89038,South Ayrshire,Scotland,Poisoning,May,2007,NS42,Species involved: Peregrine Falcon x1. Tested positive for: Carbofuran,No Link,b501bc3f-2abc-4320-b7d6-d2c0abc587f5
4337,89039,South Ayrshire,Scotland,Poisoning,May,2007,NS42,Species targeted: Birds of Prey. Species involved: poison bait (Pigeon Bait (Species Unknown) x1). Tested positive for: Carbofuran,No Link,83807e90-8f15-4f30-b928-c821b246037c
4338,89053,Cumbria,England,Shooting,April,2007,NY71,Species involved: Buzzard x1,No Link,f358edee-df3f-4a36-92b5-64523e80a903
4339,89079,Dumfries and Galloway,Scotland,Poisoning,December,2007,NX66,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,04c9e3d0-ff80-41c0-a2e0-f6e8900d2bdc
4340,89110,Denbighshire,Wales,Poisoning,August,2007,SJ14,Species Involved: Buzzard x2; poison bait (Pheasant Bait x2). Tested positive for: Carbofuran,No Link,c7bc5512-9b0b-4ba5-9938-46621e6195d9
4341,89111,Scottish Borders,Scotland,Poisoning,September,2007,Unknown/Withheld,"Species involved: Buzzard x1. Tested positive for: Carbofuran, Other",No Link,5504f7b9-f8a3-44de-bea1-866bc1f94069
4342,89352,Scottish Borders,Scotland,Poisoning,March,2007,NT64,"Species Involved: Buzzard x1, Magpie x1, Carrion Crow x2; poison bait (Rabbit Bait, Hare Bait x13). Tested positive for: Carbofuran",No Link,92d59961-be59-4384-be83-3a91223a4383
4343,89354,Scottish Borders,Scotland,Poisoning,April,2007,NT64,"Species Involved: Buzzard x3; poison bait (Hare Bait x5, Rabbit Bait x5). Tested positive for: Carbofuran",No Link,6c7fa1e4-3260-4a85-b09d-e8471e216dd6
4344,89355,Scottish Borders,Scotland,Poisoning,April,2007,NT64,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,acbe2fcd-99fd-4fb4-aaca-ccefa64b7313
4345,89357,Scottish Borders,Scotland,Poisoning,May,2007,NT64,"Species targeted: Birds of Prey. Species involved: poison bait (Rabbit Bait x1, Hare Bait x1). Tested positive for: Carbofuran",No Link,a74fa8ae-6b8f-40c5-9cd1-c70241150a8b
4346,89358,Scottish Borders,Scotland,Poisoning,September,2007,NT64,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,b241f47c-1d04-45fa-859a-6dd7382d1486
4347,89401,Shropshire,England,Trapping,July,2007,SO38,"Species targeted: Birds of Prey, Owls",No Link,8240aab6-cf2d-46f9-b94c-f8d7f36965ae
4348,89402,Shropshire,England,Trapping,May,2007,SO38,Species targeted: Birds of Prey,No Link,48c9bfa7-5c64-44ed-8472-7fef62e38cc2
4349,89403,Shropshire,England,Shooting,July,2007,SO38,Species involved: Buzzard x1,No Link,9bd9f310-23a0-45d9-89dd-f7103abed25a
4350,89404,Shropshire,England,Shooting,May,2007,SO38,Species involved: Osprey x1,No Link,25dc032e-e316-4ab0-bfa9-2b3e1f2333f9
4351,89405,Shropshire,England,Shooting,May,2007,SO38,Species involved: Buzzard x1,No Link,ce3782cf-b89d-4231-93b5-057f5955e123
4352,89406,Shropshire,England,Shooting,May,2007,SO38,Species involved: Buzzard x1,No Link,9c06e042-6f02-4d4f-91fd-19242d56559a
4353,89407,Shropshire,England,Shooting,May,2007,SO38,Species involved: Buzzard x1,No Link,c40e2552-1525-401d-be0d-bb99b5941a0c
4354,89408,Shropshire,England,Shooting,May,2007,SO38,Species involved: Buzzard x1,No Link,0905bc6b-9ac6-4374-aec9-500373b2fdf8
4355,89460,South Ayrshire,Scotland,Shooting,November,2007,NS31,Species involved: Buzzard x1,No Link,50b93075-1f2f-42c7-9b96-8614e1f1330f
4356,89473,Highland,Scotland,Poisoning,December,2007,NJ12,Species Involved: Buzzard x1; poison bait (Rabbit Bait x1). Tested positive for: Carbofuran,No Link,94ef5ad2-fd7d-4f07-9ff8-5c30d00bbb67
4357,89505,Gloucestershire,England,Poisoning,September,2007,SO50,Species involved: Buzzard x1. Tested positive for: Alphachloralose,No Link,edf1cc7a-ff76-44c8-ae4c-9b690015b774
4358,89507,County Durham,England,Poisoning,September,2007,NZ44,Species targeted: Birds of Prey. Species involved: Cat x1. Tested positive for: Aldicarb,No Link,231e7d9f-083b-4223-8dd6-b95842048711
4359,89513,Londonderry,Northern Ireland,Poisoning,December,2007,C41,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,d5f11032-7c7c-44d1-9860-562e4d7296a4
4360,89514,Shropshire,England,Poisoning,November,2007,SJ40,"Species involved: Buzzard x1, Raven x2. Tested positive for: Carbofuran",No Link,6014b18c-56ce-440f-a466-e7bf8f7db68f
4361,89517,Essex,England,Poisoning,November,2007,TL43,Species targeted: Birds of Prey. Species involved: Dog x2; poison bait (Rabbit Bait x1). Tested positive for: Endrin,No Link,3d267bbd-4245-404c-80c8-86ac5f8e26d3
4362,89518,Worcestershire,England,Poisoning,October,2007,Unknown/Withheld,"Species targeted: Birds of Prey, Badger. Species involved: Dog x1; poison bait (Meat x1). Tested positive for: Metaldehyde",No Link,251c1421-b37d-4e02-b792-d48d4e473a2b
4363,89527,Blaenau Gwent,Wales,Shooting,September,2007,SO10,Species involved: Red Kite x1,No Link,a76cd983-063d-43ea-b486-30fb6cfbb142
4364,89530,Highland,Scotland,Shooting,December,2007,NH94,Species involved: Buzzard x1,No Link,40d2d190-3001-4fd4-8050-7df8e54195b8
4365,89532,Aberdeenshire,Scotland,Trapping,August,2007,NO59,Species involved: Buzzard x2,No Link,a2c8ce89-d744-4d7f-8937-a2f67cea90f1
4366,89539,South Lanarkshire,Scotland,Poisoning,May,2007,NS91,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,1d09ff12-46d4-49d5-8cf6-8b15c10a44e4
4367,89548,Midlothian,Scotland,Poisoning,April,2007,NT36,Species targeted: Birds of Prey. Species involved: Dog x1; poison bait (Rabbit Bait x1). Tested positive for: Aldicarb,No Link,9cdd0246-e5d9-43ad-9c38-d2ec406c83e0
4368,89683,Surrey,England,Shooting,Withheld,2007,TQ33,Species involved: Kestrel x1,No Link,29c2fae1-46f2-4159-88f6-25cf1afcc3f1
4369,90012,Powys,Wales,Poisoning,September,2007,SO08,Species involved: Buzzard x1. Tested positive for: Alphachloralose,No Link,fde0eed4-b647-4a5e-b5d3-73d545fc39c6
4370,90562,Shropshire,England,Trapping,May,2007,SO38,Species targeted: Birds of Prey,No Link,d18a1dd7-bc78-4028-9d9b-1ca46dc6ff3b
4371,100720,Cumbria,England,Shooting,April,2007,NY71,Species involved: Buzzard x1,No Link,e6dd7663-fbfb-4f21-a4fd-31cf9a894d7f
4372,100721,Midlothian,Scotland,Shooting,March,2007,NT25,Species involved: Buzzard x1,No Link,76818411-226f-4480-b4ff-0a3fd48013c4
4373,100752,Cumbria,England,Shooting,April,2007,NY71,Species involved: Buzzard x1,No Link,1004e157-164d-4d2f-b323-58b1a7104667
4374,100753,Norfolk,England,Shooting,October,2007,TF62,Species involved: Hen Harrier x1,No Link,fdd2f7bb-6609-4ff3-b43f-7293da49a377
4375,101770,Aberdeenshire,Scotland,Shooting,May,2007,NO76,Species involved: Buzzard x1,No Link,e3f0799b-e2b2-49ad-8dd1-45fbe7bffe73
4376,101771,Highland,Scotland,Shooting,March,2007,NH55,Species involved: Buzzard x1,No Link,69ee8ced-f67c-4f8f-9f53-84f3a9c7d3b7
4377,101805,Perth and Kinross,Scotland,Poisoning,January,2007,NO16,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,eb35a3cd-8844-4796-a56d-6194b15d67a3
4378,88971,Highland,Scotland,Poisoning,January,2008,NJ02,Species involved: Buzzard x1. Tested positive for: Carbofuran,No Link,966b8c55-27af-4915-8240-4acb97132884
4379,89213,Northamptonshire,England,Shooting,March,2008,SP65,Species involved: Buzzard x1,No Link,c0c8cc34-8ab2-4075-9cd3-b9b9977fbb6a
4380,89374,Ceredigion,Wales,Trapping,March,2008,SN67,Species involved: Buzzard x1,No Link,3d03473f-812b-4392-bffe-f72c0e5051d0
4381,89386,Derbyshire,England,Poisoning,April,2008,SK43,Species involved: Buzzard x1. Tested positive for: Alphachloralose,No Link,38e2719d-30c7-4192-b32e-becac434ad08
4382,89458,Lancashire,England,Trapping,April,2008,SD54,Species involved: Buzzard x1,No Link,cb4fe74c-8f01-4a7c-a2b1-dae0c89a5e76
4383,89557,Northumberland,England,Shooting,April,2008,NT93,Species involved: Kestrel x1,No Link,ab4cacf4-6cd2-4933-8913-c8a8a23af189
4384,89654,Angus,Scotland,Poisoning,May,2008,NO46,"Species involved: White-tailed Eagle x1. Tested positive for: Bendiocarb, Carbofuran, Isofenphos",https://ww2.rspb.org.uk/our-work/rspb-news/news/details.aspx?id=tcm:9-202977,fda2da30-a5f4-46e4-9c55-1bc2c9f76d2c
4385,89655,Angus,Scotland,Poisoning,May,2008,NO46,Species involved: Buzzard x1. Tested positive for: Bendiocarb,No Link,a5bf0965-dba5-45c8-b18b-cf322cdf0ca5
4386,89656,Angus,Scotland,Poisoning,May,2008,NO46,"Species targeted: Birds of Prey. Species involved: poison bait (Hare Bait x1, Meat x4). Tested positive for: Bendiocarb, Carbofuran, Isofenphos",No Link,3da84a64-1c0d-422a-9eb8-9b0b0868c882
4387,89681,West Sussex,England,Shooting,April,2008,TQ12,Species involved: Buzzard x1,No Link,91ca7cae-b2bc-4c9c-9c7c-07b60e62d81e
4388,89890,South Lanarkshire,Scotland,Trapping,March,2008,NT03,Species involved: Buzzard x1,No Link,61948035-fc04-496d-be61-395fe12fab80
4389,89896,Aberdeenshire,Scotland,Poisoning,March,2008,NO69,"Species targeted: Birds of Prey. Species involved: poison bait (Pigeon Bait (Species Unknown) x1, Pheasant Bait x1, Rabbit Bait x1). Tested positive for: Carbofuran",No Link,1ac81591-757b-4b3d-8927-e6efe9c8b04a
4390,89931,East Ayrshire,Scotland,Poisoning,April,2008,NS53,Species targeted: Birds of Prey. Species involved: poison bait (Pigeon Bait (Species Unknown) x1). Tested positive for: Carbofuran,No Link,97010a72-2892-427e-8b06-5a70ddb4d884
4391,89939,Worcestershire,England,Nest Destruction,April,2008,SO74,Species targeted: Peregrine Falcon nest,No Link,b47c5e4d-2c94-495e-9e7b-57c60f8c7ebd
4392,89950,East Riding of Yorkshire,England,Shooting,May,2008,SE94,Species involved: Red Kite x1,No Link,8b1d17e9-20ff-4c2d-836c-7d21393d8c9f
4393,89954,Aberdeenshire,Scotland,Trapping,March,2008,NO79,Species involved: Goshawk x1,No Link,b4281327-8edc-44a2-962c-d900a212268e
4394,89980,West Midlands,England,Trapping,May,2008,SO88,Species targeted: Peregrine Falcon,No Link,e5ddbd44-23cc-41d5-9d90-3c04bbc99b5a
4395,89981,Staffordshire,England,Trapping,May,2008,SJ90,Species involved: Peregrine Falcon x1,No Link,0609bcdf-1e57-4000-99be-aee8070ffa93
4396,89984,Dumfries and Galloway,Scotland,Poisoning,June,2008,NS90,"Species involved: Buzzard x1. Tested positive for: Carbofuran, Isofenphos",No Link,9b85bfdb-5786-4242-b4fd-0157fb936452
4397,89986,East Lothian,Scotland,Shooting,June,2008,NT66,Species involved: Red Kite x1,No Link,f67dc38b-1862-4766-9515-159cc69ec525
4398,90018,Highland,Scotland,Poisoning,May,2008,NH63,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,093be3fd-962e-4890-a1e2-34ddad01a092
4399,90074,County Durham,England,Shooting,July,2008,NZ25,Species involved: Kestrel x1,No Link,23db37e4-f61e-49ab-839b-7607019a6bef
4400,90080,Dumfries and Galloway,Scotland,Poisoning,April,2008,NY27,Species Involved: Buzzard x4; poison bait (Rabbit Bait x1). Tested positive for: Alphachloralose,No Link,2a70bade-8be9-4219-95d6-ddaa21a00ef0
4401,90081,Scottish Borders,Scotland,Poisoning,March,2008,NT61,Species involved: Buzzard x2. Tested positive for: Alphachloralose,No Link,f7f91899-e67e-4533-bc06-9400725324de
4402,90082,Herefordshire,England,Shooting,July,2008,SO73,Species involved: Peregrine Falcon x1,No Link,039a503a-956c-422a-9249-d3e599706429
4403,90090,Highland,Scotland,Poisoning,August,2008,NH72,Species involved: Red Kite x1. Tested positive for: Carbofuran,No Link,66955f0a-d92c-4471-b37e-d070414b4ac8
